KEY,/desired_path_prime,3.9145679235326525,10.544591202543018,uav_1|uav_2,poses,PathPointChanges,RANDOMOFFSET_MULTIPLE|0.2340975854187083|2.413631840166539|1.2181391349553157|1
KEY,/ual/set_velocity_prime,71.05648040863544,167.4220126789806,uav_2,twist.linear,JSONPointChange,FIXED|-0.7349201482180385|0.3180546385061722|0.46685868096207095
