KEY,calibration_points.yaml,30.46069438416073,408.2725876275405,uav_2,frameB_4,JSONPointChange,FIXEDOFFSET|-2.754457412601578|2.8964136555485336|-0.009754336789503104|417366828
KEY,/ual/set_velocity_prime,76.67126529402442,133.76418650904267,uav_1,twist.linear,JSONPointChange,FIXED|-0.9850658014548641|-0.35337211830555315|0.5860413527937813
KEY,/ual/set_velocity_prime,263.2185578561157,381.95765842222687,,twist.linear,JSONPointChange,FIXED|-0.798193805085585|0.32344423843116354|0.8539327057425028
