KEY,/ual/set_velocity_prime,527.4322636611182,574.9699531581633,uav_2,twist.linear,JSONPointChange,FIXED|-0.9056622233501468|-0.8512237394761106|0.16043157814894227
KEY,calibration_points.yaml,135.25270580750959,554.003591661758,uav_1|uav_2,frameB_1,JSONPointChange,FIXEDOFFSET|2.029550215800791|-1.6173967706649264|0.39394968528557794|768479472
