KEY,calibration_points.yaml,246.92939982570698,260.71001646119885,uav_1,frameB_4,JSONPointChange,FIXEDOFFSET|-1.3012281085580804|1.4811278621706467|0.3616354611391186|786104618
KEY,/ual/set_velocity_prime,454.0668265939566,499.58529159132064,uav_1,twist.linear,JSONPointChange,FIXED|0.6161279160622755|0.24816682084684594|-0.004604223513075878
KEY,/ual/set_velocity_prime,316.0979925880255,493.8555860685168,,twist.linear,JSONPointChange,FIXED|-0.9850658014548641|-0.35337211830555315|0.5860413527937813
