KEY,/ual/set_velocity_prime,475.45594935501265,487.1641821711737,,twist.linear,JSONPointChange,FIXED|0.7151093723599522|-0.20274978800644772|-0.8463650545118135
KEY,calibration_points.yaml,458.58551770277757,555.8302144929872,uav_1|uav_2,frameB_1,JSONPointChange,FIXEDOFFSET|1.9437518223459564|-2.760612040394601|-0.46828474919992313|846199401
