KEY,calibration_points.yaml,331.23873436544636,506.0808518916189,,frameB_2,JSONPointChange,FIXEDOFFSET|2.6945251963327923|0.2077590687638029|0.0972586473503837|734464806
KEY,/desired_path_prime,85.09270585681772,501.3722011805827,,poses,PathPointChanges,RANDOMOFFSET_MULTIPLE|2.8029994405144723|2.1969440585495095|1.8917260575573027|9|614129607
