KEY,calibration_points.yaml,385.0632215227028,552.3853108760534,,frameB_4,JSONPointChange,FIXEDOFFSET|-1.1380383179728266|0.3141056558821784|-0.38659686814204264|437349249
KEY,/ual/set_velocity_prime,570.3210611216928,574.8209428516991,uav_2,twist.linear,JSONPointChange,FIXED|0.6161279160622755|0.24816682084684594|-0.004604223513075878
KEY,/ual/set_velocity_prime,543.7746258710104,545.1065682131627,uav_2,twist.linear,JSONPointChange,FIXED|0.3724823374819384|-0.2124454164659837|0.23992819324546932
