0,0,0.9548169024903609,0,0.9548169024903609,2342.722171834463,487.977453104102,487.977453104102
0,1,0.9827911354996217,0,0.9827911354996217,2641.859404572942,186.5539208061781,185.8557366040852
0,2,1.0,0,1.0,2973.0361884922713,0.0,0.0
0,3,0.9417772217305442,0,0.9417772217305442,2232.0713503116053,841.5749001764348,628.8060053101226
0,4,1.908085988499737,1,0.9080859884997369,4072.8254240640535,1362.046055262757,992.6713242028414
0,5,0.9716897963048065,0,0.9716897963048065,2931.9278135455115,305.7501999080905,305.7501999080905
0,6,0.960704858654154,0,0.960704858654154,2466.882787439701,700.3288726299244,424.3875265351372
0,7,0.9342876056403467,0,0.9342876056403467,2031.7983769117438,719.1933608330324,709.6938590842553
1,0,2.908085988499737,2,0.9080859884997369,4072.8254240640535,1362.046055262757,992.6713242028414
1,1,2.766637945824419,2,0.766637945824419,3211.8459460963472,3211.8459460963472,2520.310185096274
1,2,1.7471831460247973,1,0.7471831460247973,4032.731756530724,3421.957783932263,2730.42202293219
1,3,4.7576849846071925,4,0.7576849846071925,3284.6041572293143,3284.6041572293143,2617.0021662423214
1,4,2.828997656851771,2,0.8289976568517708,2872.9347686937786,2235.648148756716,1846.8253060008751
1,5,3.7377530881643057,3,0.737753088164306,4072.8254240640535,3523.802408825569,2832.266647825496
1,6,2.84532118527436,2,0.8453211852743602,3965.042369153598,1689.9793107328358,1670.5311990369103
1,7,1.0,0,1.0,2973.0361884922713,0.0,0.0
1,8,0.9827911354996217,0,0.9827911354996217,2641.859404572942,186.5539208061781,185.8557366040852
2,0,5.7576849846071925,5,0.7576849846071925,3284.6041572293143,3284.6041572293143,2617.0021662423214
2,1,3.8611671363929827,3,0.8611671363929828,3314.7824293759973,2144.3175829331867,1499.3949269557854
2,2,4.803359652091911,4,0.8033596520919103,2947.992621467156,2469.1567184542046,2123.715757407369
2,3,4.772641665799883,4,0.7726416657998827,2923.789074399341,2923.789074399341,2455.4700093612664
2,4,3.8238783570413792,3,0.8238783570413794,2491.25766020139,2491.25766020139,1902.1137439531026
2,5,4.807069358934527,4,0.8070693589345266,2734.7669832759734,2429.091884553948,2083.6509235071126
2,6,4.841054636717011,4,0.841054636717011,3114.561829995402,2121.236262741859,1716.6099234562814
2,7,3.7377530881643057,3,0.737753088164306,4072.8254240640535,3523.802408825569,2832.266647825496
2,8,1.908085988499737,1,0.9080859884997369,4072.8254240640535,1362.046055262757,992.6713242028414
3,0,5.7576849846071925,5,0.7576849846071925,3284.6041572293143,3284.6041572293143,2617.0021662423214
3,1,3.7825206108565235,3,0.7825206108565232,3611.6629593619896,3062.639944123505,2348.7774027495493
3,2,3.793714469162816,3,0.7937144691628162,2975.464063057388,2813.020414683159,2227.8837330415854
3,3,4.808520448981126,4,0.8085204489811262,3284.6041572293148,2735.58114199083,2067.979151003837
3,4,3.882230409738116,3,0.8822304097381164,3085.678380199771,1893.0649701997888,1271.9115748283427
3,5,3.751301918190731,3,0.7513019181907312,3566.700650947629,3090.56562282568,2685.9392835401027
3,6,4.808520448981126,4,0.8085204489811262,2800.2809571548755,2735.5811419908296,2067.9791510038367
3,7,4.841054636717011,4,0.841054636717011,3114.561829995402,2121.236262741859,1716.6099234562814
3,8,3.807069358934527,3,0.8070693589345266,2734.7669832759734,2429.091884553948,2083.6509235071126
4,0,5.7576849846071925,5,0.7576849846071925,3284.6041572293143,3284.6041572293143,2617.0021662423214
4,1,6.675088175854267,6,0.6750881758542672,4413.675549926179,4413.675549926179,3509.0477007739146
4,2,4.8298862724435345,4,0.8298862724435345,2839.4039502896503,2202.117330352588,1837.2282576098269
4,3,3.7316851464825893,3,0.7316851464825894,3611.662959361989,3611.662959361989,2897.800417988034
4,4,5.812796200264992,5,0.8127962002649919,3227.9234885955498,2606.9377187796613,2021.8010371380878
4,5,5.833721744462492,5,0.8337217444624918,2177.6188411226285,2160.6942325478494,1795.8051598050886
4,6,4.796019263421405,4,0.7960192634214047,2976.3810024121376,2461.2114379118343,2202.991955048829
4,7,2.841054636717011,2,0.841054636717011,3114.561829995402,2121.236262741859,1716.6099234562814
4,8,4.808520448981126,4,0.8085204489811262,2800.2809571548755,2735.5811419908296,2067.9791510038367
5,0,4.675088175854267,4,0.6750881758542672,4413.675549926179,4413.675549926179,3509.0477007739146
5,1,4.836279035250299,4,0.836279035250299,4041.872773057827,2578.98845775968,1768.1864192967703
5,2,3.721436191084118,3,0.7214361910841183,4283.10746397145,3830.6516760983673,3008.4891362915228
5,3,3.7625192124332756,3,0.7625192124332758,4099.415466025479,2741.0836257553947,2564.792505720621
5,4,6.772646362438678,6,0.772646362438678,4413.675549926179,3266.221324125187,2455.419285662277
5,5,3.768186232135834,3,0.7681862321358344,3199.9101901025874,2945.675211548321,2503.588692932988
5,6,5.678016780725632,5,0.6780167807256319,4382.04661731544,4382.04661731544,3477.4187681631756
5,7,4.833721744462492,4,0.8337217444624918,2177.6188411226285,2160.6942325478494,1795.8051598050886
5,8,5.812796200264992,5,0.8127962002649919,3227.9234885955498,2606.9377187796613,2021.8010371380878
6,0,4.772646362438678,4,0.772646362438678,4413.675549926179,3266.221324125187,2455.419285662277
6,1,0.8479012575475602,0,0.8479012575475602,3876.740494453528,2150.7555387050284,1642.6664184863503
6,2,4.710549228285151,4,0.7105492282851515,3947.6343578494275,3643.0551375482114,3126.0683345203624
6,3,4.777328575772686,4,0.7773285757726859,3467.185436791346,3347.4619955560997,2404.8513816549926
6,4,6.775105160856617,6,0.7751051608566166,4363.094285740079,3215.640059939087,2428.8642627485406
6,5,5.687368298944145,5,0.6873682989441454,4450.865113444693,4319.032985304337,3376.42237140323
6,6,2.9023488861482067,2,0.9023488861482067,4649.943100480258,1562.7211498180454,1054.6320295993678
6,7,3.8127962002649918,3,0.8127962002649919,3227.9234885955498,2606.9377187796613,2021.8010371380878
6,8,4.7576849846071925,4,0.7576849846071925,3284.6041572293143,3284.6041572293143,2617.0021662423214
7,0,6.775105160856617,6,0.7751051608566166,4363.094285740079,3215.640059939087,2428.8642627485406
7,1,5.731899361308069,5,0.7318993613080693,4367.449492365828,3814.071270501595,2895.486897872851
7,2,4.695813570984355,4,0.6958135709843551,4198.7522143928445,4198.7522143928445,3285.2134333689637
7,3,2.7187185921366,2,0.7187185921366002,4459.663080698265,3942.47254156667,3037.8392049247177
7,4,4.682348113097744,4,0.6823481130977438,4347.23982449744,4347.23982449744,3430.640378544367
7,5,4.707651072539688,4,0.7076510725396881,4515.591955326664,3650.3289783268556,3157.3684165713694
7,6,4.655064058809533,4,0.6550640588095327,4690.1530878727535,4690.1530878727535,3725.3081648570474
7,7,4.687368298944145,4,0.6873682989441454,4450.865113444693,4319.032985304337,3376.42237140323
7,8,5.678016780725632,5,0.6780167807256319,4382.04661731544,4382.04661731544,3477.4187681631756
8,0,4.775105160856617,4,0.7751051608566166,4363.094285740079,3215.640059939087,2428.8642627485406
8,1,5.679451711576491,5,0.6794517115764912,4380.505887602639,4380.505887602639,3461.921514973895
8,2,5.727693872226908,5,0.7276938722269075,3528.4714399948716,3433.8667417048855,2940.9061799493993
8,3,6.684747714881449,6,0.684747714881449,4417.951616530935,4323.309051909094,3404.7246792803503
8,4,5.682096732713898,5,0.6820967327138979,4338.178148087375,4338.178148087375,3433.3552866899026
