KEYCONDBOTH,/ual/set_velocity_prime,{"N":"<compcond>"|"C":[{"N":"<basic_cond>"|"C":[{"N":"<var>"|"C":[{"N":"distance_to_nose"}]}|{"N":"<bincomp>"|"C":[{"N":".LESS_THAN"}]}|{"N":"<expr>"|"C":[{"N":"<int>"|"C":[{"N":"13"}]}]}]}]},{"N":"<compcond>"|"C":[{"N":"<basic_cond>"|"C":[{"N":"<var>"|"C":[{"N":"airframe_clearance"}]}|{"N":"<bincomp>"|"C":[{"N":".GREATER_THAN"}]}|{"N":"<expr>"|"C":[{"N":"<var>"|"C":[{"N":"distance_to_nose"}]}]}]}]},uav_1|uav_2,twist.linear,JSONPointChange,RANDOMOFFSET|0.5026000489322255|-0.9437993976119132|-0.1086433715389703|454163526
KEYCONDBOTH,/desired_path_prime,{"N":"<compcond>"|"C":[{"N":"<basic_cond>"|"C":[{"N":"<var>"|"C":[{"N":"distance_to_left_wing_base"}]}|{"N":"<bincomp>"|"C":[{"N":".LESS_THAN"}]}|{"N":"<expr>"|"C":[{"N":"<int>"|"C":[{"N":"3"}]}]}]}]},{"N":"<compcond>"|"C":[{"N":"<basic_cond>"|"C":[{"N":"<var>"|"C":[{"N":"starting_point_distance"}]}|{"N":"<bincomp>"|"C":[{"N":".GREATER_THAN"}]}|{"N":"<expr>"|"C":[{"N":"<var>"|"C":[{"N":"starting_point_distance"}]}]}]}]},uav_2,poses,PathPointChanges,RANDOMOFFSET_MULTIPLE|2.9249326757207377|1.6225980552023307|1.1577630683642637|8|819012882
KEYCONDBOTH,/desired_path_prime,{"N":"<compcond>"|"C":[{"N":"<basic_cond>"|"C":[{"N":"<var>"|"C":[{"N":"interrobot_distance"}]}|{"N":"<bincomp>"|"C":[{"N":".GREATER_THAN"}]}|{"N":"<expr>"|"C":[{"N":"<var>"|"C":[{"N":"distance_to_nose"}]}]}]}]},{"N":"<compcond>"|"C":[{"N":"<basic_cond>"|"C":[{"N":"<var>"|"C":[{"N":"starting_point_distance"}]}|{"N":"<bincomp>"|"C":[{"N":".LESS_THAN"}]}|{"N":"<expr>"|"C":[{"N":"<int>"|"C":[{"N":"9"}]}]}]}]},uav_1,poses,PathPointChanges,RANDOMOFFSET_MULTIPLE|1.1745774552590662|1.4180134289614252|1.614302683904394|1|632485975
