KEYCONDBOTH,calibration_points.yaml,{"N":"<compcond>"|"C":[{"N":"<basic_cond>"|"C":[{"N":"<var>"|"C":[{"N":"distance_to_right_wing_base"}]}|{"N":"<bincomp>"|"C":[{"N":".LESS_THAN"}]}|{"N":"<expr>"|"C":[{"N":"<int>"|"C":[{"N":"8"}]}]}]}]},{"N":"<compcond>"|"C":[{"N":"<basic_cond>"|"C":[{"N":"<var>"|"C":[{"N":"distance_to_nose"}]}|{"N":"<bincomp>"|"C":[{"N":".GREATER_THAN"}]}|{"N":"<expr>"|"C":[{"N":"<int>"|"C":[{"N":"20"}]}]}]}]},,frameB_4,JSONPointChange,FIXEDOFFSET|-0.1586671614652566|2.4236855220127733|-0.23594087000229702|244391285
KEYCONDBOTH,/desired_path_prime,{"N":"<compcond>"|"C":[{"N":"<basic_cond>"|"C":[{"N":"<var>"|"C":[{"N":"airframe_clearance"}]}|{"N":"<bincomp>"|"C":[{"N":".LESS_THAN"}]}|{"N":"<expr>"|"C":[{"N":"<int>"|"C":[{"N":"15"}]}]}]}]},{"N":"<compcond>"|"C":[{"N":"<compcond>"|"C":[{"N":"<basic_cond>"|"C":[{"N":"<var>"|"C":[{"N":"interrobot_distance"}]}|{"N":"<bincomp>"|"C":[{"N":".LESS_THAN"}]}|{"N":"<expr>"|"C":[{"N":"<var>"|"C":[{"N":"distance_to_nose"}]}]}]}]}|{"N":"<logicop>"|"C":[{"N":".AND"}]}|{"N":"<compcond>"|"C":[{"N":"<basic_cond>"|"C":[{"N":"<var>"|"C":[{"N":"starting_point_distance"}]}|{"N":"<bincomp>"|"C":[{"N":".GREATER_THAN"}]}|{"N":"<expr>"|"C":[{"N":"<int>"|"C":[{"N":"19"}]}]}]}]}]},uav_1|uav_2,poses,PathPointChanges,RANDOMOFFSET_MULTIPLE|2.9910740440611683|2.515947147983641|2.5571186882436683|7|255490475
