KEYCONDBOTH,calibration_points.yaml,{"N":"<compcond>"|"C":[{"N":"<compcond>"|"C":[{"N":"<basic_cond>"|"C":[{"N":"<var>"|"C":[{"N":"distance_to_right_wing_base"}]}|{"N":"<bincomp>"|"C":[{"N":".LESS_THAN"}]}|{"N":"<expr>"|"C":[{"N":"<int>"|"C":[{"N":"19"}]}]}]}]}|{"N":"<logicop>"|"C":[{"N":".OR"}]}|{"N":"<compcond>"|"C":[{"N":"<basic_cond>"|"C":[{"N":"<var>"|"C":[{"N":"starting_point_distance"}]}|{"N":"<bincomp>"|"C":[{"N":".LESS_THAN"}]}|{"N":"<expr>"|"C":[{"N":"<var>"|"C":[{"N":"starting_point_distance"}]}]}]}]}]},{"N":"<compcond>"|"C":[{"N":"<basic_cond>"|"C":[{"N":"<var>"|"C":[{"N":"interrobot_distance"}]}|{"N":"<bincomp>"|"C":[{"N":".LESS_THAN"}]}|{"N":"<expr>"|"C":[{"N":"<var>"|"C":[{"N":"distance_to_left_wing_base"}]}]}]}]},uav_1|uav_2,frameB_3,JSONPointChange,FIXEDOFFSET|2.221039801270285|0.17099708776932943|0.07785268945965496|83599617
KEYCONDBOTH,/desired_path_prime,{"N":"<compcond>"|"C":[{"N":"<compcond>"|"C":[{"N":"<basic_cond>"|"C":[{"N":"<var>"|"C":[{"N":"interrobot_distance"}]}|{"N":"<bincomp>"|"C":[{"N":".LESS_THAN"}]}|{"N":"<expr>"|"C":[{"N":"<int>"|"C":[{"N":"13"}]}]}]}]}|{"N":"<logicop>"|"C":[{"N":".OR"}]}|{"N":"<compcond>"|"C":[{"N":"<basic_cond>"|"C":[{"N":"<var>"|"C":[{"N":"distance_to_right_wing_base"}]}|{"N":"<bincomp>"|"C":[{"N":".GREATER_THAN"}]}|{"N":"<expr>"|"C":[{"N":"<var>"|"C":[{"N":"airframe_clearance"}]}]}]}]}]},{"N":"<compcond>"|"C":[{"N":"<compcond>"|"C":[{"N":"<basic_cond>"|"C":[{"N":"<var>"|"C":[{"N":"interrobot_distance"}]}|{"N":"<bincomp>"|"C":[{"N":".GREATER_THAN"}]}|{"N":"<expr>"|"C":[{"N":"<int>"|"C":[{"N":"18"}]}]}]}]}|{"N":"<logicop>"|"C":[{"N":".OR"}]}|{"N":"<compcond>"|"C":[{"N":"<basic_cond>"|"C":[{"N":"<var>"|"C":[{"N":"distance_to_left_wing_base"}]}|{"N":"<bincomp>"|"C":[{"N":".LESS_THAN"}]}|{"N":"<expr>"|"C":[{"N":"<int>"|"C":[{"N":"3"}]}]}]}]}]},uav_1|uav_2,poses,PathPointChanges,RANDOMOFFSET_MULTIPLE|2.44283641616403|1.9675470763490552|2.1655904282260057|7|860776085
