uav_1,2.02,0.0,0.0,0.0
uav_2,2.032,0.0,0.0,0.0
uav_1,2.056,0.0,0.0,0.0
uav_2,2.068,0.0,0.0,0.0
uav_1,2.084,0.0,0.0,0.0
uav_2,2.1,0.0,0.0,0.0
uav_1,2.12,0.0,0.0,0.0
uav_2,2.132,0.0,0.0,0.0
uav_1,2.156,0.0,0.0,0.0
uav_2,2.168,0.0,0.0,0.0
uav_1,2.188,0.0,0.0,0.0
uav_2,2.2,0.0,0.0,0.0
uav_1,2.22,0.0,0.0,0.0
uav_2,2.232,0.0,0.0,0.0
uav_1,2.2560000000000002,0.0,0.0,0.0
uav_2,2.268,0.0,0.0,0.0
uav_1,2.288,0.0,0.0,0.0
uav_2,2.3,0.0,0.0,0.0
uav_1,2.32,0.0,0.0,0.0
uav_2,2.332,0.0,0.0,0.0
uav_1,2.356,0.0,0.0,0.0
uav_2,2.368,0.0,0.0,0.0
uav_1,2.388,0.0,0.0,0.0
uav_2,2.4,0.0,0.0,0.0
uav_1,2.42,0.0,0.0,0.0
uav_2,2.432,0.0,0.0,0.0
uav_1,2.456,0.0,0.0,0.0
uav_2,2.468,0.0,0.0,0.0
uav_1,2.488,0.0,0.0,0.0
uav_2,2.5,0.0,0.0,0.0
uav_1,2.52,0.0,0.0,0.0
uav_2,2.532,0.0,0.0,0.0
uav_1,2.556,0.0,0.0,0.0
uav_2,2.568,0.0,0.0,0.0
uav_1,2.588,0.0,0.0,0.0
uav_2,2.6,0.0,0.0,0.0
uav_1,2.62,0.0,0.0,0.0
uav_2,2.632,0.0,0.0,0.0
uav_1,2.656,0.0,0.0,0.0
uav_2,2.668,0.0,0.0,0.0
uav_1,2.6879999999999997,0.0,0.0,0.0
uav_2,2.7,0.0,0.0,0.0
uav_1,2.7199999999999998,0.0,0.0,0.0
uav_2,2.732,0.0,0.0,0.0
uav_1,2.7560000000000002,0.0,0.0,0.0
uav_2,2.768,0.0,0.0,0.0
uav_1,2.7880000000000003,0.0,0.0,0.0
uav_2,2.8,0.0,0.0,0.0
uav_1,2.82,0.0,0.0,0.0
uav_2,2.832,0.0,0.0,0.0
uav_1,2.856,1.567058097862173E-5,-2.6595072995405644E-5,1.990452437894419E-5
uav_2,2.868,0.0,0.0,0.0
uav_1,2.888,1.1390647705411538E-4,-1.929509307956323E-4,2.32207341468893E-4
uav_2,2.9,0.0,0.0,0.0
uav_1,2.92,3.113261191174388E-4,-4.00828750571236E-4,2.1978905715513974E-4
uav_2,2.932,0.0,0.0,0.0
uav_1,2.956,5.216636345721781E-4,-5.781636573374271E-4,0.0015540127642452717
uav_2,2.968,0.0,0.0,0.0
uav_1,2.988,5.748546100221574E-4,-5.655355635099113E-4,0.003886694321408868
uav_2,3.0,0.0,0.0,0.0
uav_1,3.02,6.316087092272937E-4,-5.221227766014636E-4,0.00752865569666028
uav_2,3.032,0.0,0.0,0.0
uav_1,3.056,6.933611002750695E-4,-4.243711882736534E-4,0.01067647710442543
uav_2,3.068,0.0,0.0,0.0
uav_1,3.088,8.390844450332224E-4,-3.0088843777775764E-4,0.014790970832109451
uav_2,3.1,0.0,0.0,0.0
