uav_1,2.016,0.0,0.0,0.0
uav_2,2.02,0.0,0.0,0.0
uav_1,2.052,0.0,0.0,0.0
uav_2,2.056,0.0,0.0,0.0
uav_1,2.084,0.0,0.0,0.0
uav_2,2.088,0.0,0.0,0.0
uav_1,2.116,0.0,0.0,0.0
uav_2,2.12,0.0,0.0,0.0
uav_1,2.152,0.0,0.0,0.0
uav_2,2.156,0.0,0.0,0.0
uav_1,2.184,0.0,0.0,0.0
uav_2,2.188,0.0,0.0,0.0
uav_1,2.216,0.0,0.0,0.0
uav_2,2.22,0.0,0.0,0.0
uav_1,2.252,0.0,0.0,0.0
uav_2,2.2560000000000002,0.0,0.0,0.0
uav_1,2.284,0.0,0.0,0.0
uav_2,2.288,0.0,0.0,0.0
uav_1,2.316,0.0,0.0,0.0
uav_2,2.32,0.0,0.0,0.0
uav_1,2.352,0.0,0.0,0.0
uav_2,2.356,0.0,0.0,0.0
uav_1,2.384,0.0,0.0,0.0
uav_2,2.388,0.0,0.0,0.0
uav_1,2.416,0.0,0.0,0.0
uav_2,2.42,0.0,0.0,0.0
uav_1,2.452,0.0,0.0,0.0
uav_2,2.456,0.0,0.0,0.0
uav_1,2.484,0.0,0.0,0.0
uav_2,2.488,0.0,0.0,0.0
uav_1,2.516,0.0,0.0,0.0
uav_2,2.52,0.0,0.0,0.0
uav_1,2.552,0.0,0.0,0.0
uav_2,2.556,0.0,0.0,0.0
uav_1,2.584,0.0,0.0,0.0
uav_2,2.588,0.0,0.0,0.0
uav_1,2.616,0.0,0.0,0.0
uav_2,2.62,0.0,0.0,0.0
uav_1,2.652,0.0,0.0,0.0
uav_2,2.656,0.0,0.0,0.0
uav_1,2.684,0.0,0.0,0.0
uav_2,2.6879999999999997,0.0,0.0,0.0
uav_1,2.716,0.0,0.0,0.0
uav_2,2.7199999999999998,0.0,0.0,0.0
uav_1,2.752,0.0,0.0,0.0
uav_2,2.7560000000000002,0.0,0.0,0.0
uav_1,2.784,0.0,0.0,0.0
uav_2,2.7880000000000003,0.0,0.0,0.0
uav_1,2.816,0.0,0.0,0.0
uav_2,2.82,0.0,0.0,0.0
uav_1,2.852,2.709343061724212E-5,-4.0120863559423015E-5,-2.7286091608402785E-6
uav_2,2.856,0.0,0.0,0.0
uav_1,2.884,2.558443520683795E-4,-3.510347451083362E-4,-8.61475127749145E-5
uav_2,2.888,0.0,0.0,0.0
uav_1,2.912,5.206280038692057E-4,-6.244431133382022E-4,-5.1552162040025E-4
uav_2,2.92,0.0,0.0,0.0
uav_1,2.952,7.542933453805745E-4,-8.224889752455056E-4,4.96995635330677E-4
uav_2,2.956,0.0,0.0,0.0
uav_1,2.984,0.0010415837168693542,-0.0010643062414601445,0.0030652012210339308
uav_2,2.988,0.0,0.0,0.0
uav_1,3.012,0.0012349977623671293,-0.0011717453598976135,0.006657696329057217
uav_2,3.02,0.0,0.0,0.0
uav_1,3.052,0.001463712309487164,-0.0012504569021984935,0.009527791291475296
uav_2,3.056,0.0,0.0,0.0
uav_1,3.084,0.0016755572287365794,-0.0012745134299620986,0.01256430335342884
uav_2,3.088,0.0,0.0,0.0
uav_1,3.116,0.0018547044601291418,-0.0012449385831132531,0.015898846089839935
uav_2,3.12,0.0,0.0,0.0
uav_1,3.152,0.002023927168920636,-0.0012310411548241973,0.018768547102808952
uav_2,3.156,0.0,0.0,0.0
uav_1,3.184,0.0022081932984292507,-0.0011144316522404552,0.02289925515651703
uav_2,3.188,0.0,0.0,0.0
