KEY,calibration_points.yaml,359.9657808553238,409.5224925076423,,frameB_1,JSONPointChange,FIXEDOFFSET|-2.702962508364612|-1.2201233923488428|-0.08506293107860063|767197007
KEY,/desired_path_prime,315.1179114062393,421.1507898555459,uav_1|uav_2,poses,PathPointChanges,RANDOMOFFSET_MULTIPLE|1.126794151935091|1.4494505883374558|1.8377803424447772|4|433076518
