KEY,/ual/set_velocity_prime,205.8398715795282,315.5163836581104,,twist.linear,JSONPointChange,FIXED|0.8021069897619792|-0.7137876278190476|-0.26246149903051297
KEY,calibration_points.yaml,391.4341090022758,451.0551751174406,,frameB_1,JSONPointChange,FIXEDOFFSET|-2.1732093176515077|0.6754001578090261|-0.4794222260990647|2702992
