KEY,calibration_points.yaml,97.09090423200779,439.7768199876585,,frameB_5,JSONPointChange,FIXEDOFFSET|2.3458656942211444|0.009452400454308396|-0.0023284367288938235|671399814
KEY,/desired_path_prime,315.1179114062393,421.1507898555459,uav_1|uav_2,poses,PathPointChanges,RANDOMOFFSET_MULTIPLE|2.3819445444009375|2.5357066077120525|0.43763550934333484|4|1032263700
