KEY,/ual/set_velocity_prime,205.8398715795282,315.5163836581104,,twist.linear,JSONPointChange,FIXED|0.8021069897619792|-0.7137876278190476|-0.26246149903051297
KEY,calibration_points.yaml,511.32123098630814,520.6550911185383,,frameB_1,JSONPointChange,FIXEDOFFSET|0.19434142008949706|1.1413187383727683|0.09893708387906386|757339610
