KEY,calibration_points.yaml,244.9581816055299,328.8919780431736,uav_1,frameB_0,JSONPointChange,FIXEDOFFSET|-0.4218897054841304|0.9056906599465622|0.3230507038694078|802767175
KEY,/ual/set_velocity_prime,472.8727096923066,476.66745705708087,,twist.linear,JSONPointChange,FIXED|0.7593055508963871|0.5890819770855691|0.7354887454103065
KEY,/ual/set_velocity_prime,214.93686355407928,276.2451345556565,uav_2,twist.linear,JSONPointChange,FIXED|-0.37812230139779435|-0.6752779133852893|-0.9586366068414638
