KEY,calibration_points.yaml,400.93233761996083,414.195431795296,uav_1,frameB_0,JSONPointChange,FIXEDOFFSET|-1.7424165804834588|2.538925127825859|-0.17527451596629018|100465625
KEY,/desired_path_prime,422.1683509285307,513.7970387265606,uav_1|uav_2,poses,PathPointChanges,RANDOMOFFSET_MULTIPLE|0.025564902425456837|2.110275653028214|0.4613164436960413|8|332235804
